Subject,Phase,State,Choice,Reward,Stay,Trial,Task,k,t
18,reversal,high,1,1,1,20,1,20,83
18,reversal,high,0,0,0,21,1,21,85
18,reversal,low,1,1,1,21,1,21,87
18,reversal,high,1,1,0,22,1,22,89
18,reversal,low,1,0,1,22,1,22,91
18,reversal,high,1,0,1,23,1,23,93
18,reversal,low,1,1,1,23,1,23,95
18,reversal,low,1,1,1,24,1,24,97
18,reversal,high,1,1,1,24,1,24,99
18,reversal,low,1,1,1,25,1,25,101
18,reversal,high,1,1,1,25,1,25,103
18,reversal,high,1,1,1,26,1,26,105
18,reversal,low,0,0,0,26,1,26,107
18,reversal,low,1,0,0,27,1,27,109
18,reversal,low,1,1,1,28,1,28,111
18,reversal,low,0,0,0,29,1,29,113
18,reversal,high,1,0,1,27,1,27,115
18,reversal,high,1,1,1,28,1,28,117
18,reversal,high,1,1,1,29,1,29,119
19,learn,low,1,1,-1,0,1,0,1
19,learn,low,0,0,0,1,1,1,3
19,learn,high,1,1,-1,0,1,0,5
19,learn,high,1,1,1,1,1,1,7
19,learn,low,0,0,1,2,1,2,9
19,learn,high,1,1,1,2,1,2,11
19,learn,low,0,0,1,3,1,3,13
19,learn,high,1,1,1,3,1,3,15
19,learn,high,1,0,1,4,1,4,17
19,learn,low,1,1,0,4,1,4,19
19,learn,high,1,1,1,5,1,5,21
19,learn,low,1,1,1,5,1,5,23
19,learn,high,1,1,1,6,1,6,25
19,learn,low,1,1,1,6,1,6,27
19,learn,high,0,0,0,7,1,7,29
19,learn,low,1,1,1,7,1,7,31
19,learn,high,0,0,1,8,1,8,33
19,learn,low,1,1,1,8,1,8,35
19,learn,low,1,0,1,9,1,9,37
19,learn,high,0,0,1,9,1,9,39
19,learn,high,1,1,0,10,1,10,41
19,learn,high,1,0,1,11,1,11,43
19,learn,high,1,1,1,12,1,12,45
19,learn,low,1,0,1,10,1,10,47
19,learn,low,1,1,1,11,1,11,49
19,learn,low,1,1,1,12,1,12,51
19,learn,high,1,1,1,13,1,13,53
19,learn,high,1,1,1,14,1,14,55
19,learn,low,1,1,1,13,1,13,57
19,learn,low,1,1,1,14,1,14,59
19,reversal,low,0,0,-1,15,1,15,61
19,reversal,low,0,0,1,16,1,16,63
19,reversal,high,0,1,-1,15,1,15,65
19,reversal,high,0,0,1,16,1,16,67
19,reversal,low,0,0,1,17,1,17,69
19,reversal,high,1,0,0,17,1,17,71
19,reversal,low,0,1,1,18,1,18,73
19,reversal,high,1,1,1,18,1,18,75
19,reversal,high,1,1,1,19,1,19,77
19,reversal,low,1,1,0,19,1,19,79
19,reversal,low,0,0,0,20,1,20,81
19,reversal,low,0,1,1,21,1,21,83
19,reversal,low,0,0,1,22,1,22,85
19,reversal,low,1,1,0,23,1,23,87
19,reversal,low,0,0,0,24,1,24,89
19,reversal,high,1,1,1,20,1,20,91
19,reversal,high,1,0,1,21,1,21,93
19,reversal,high,1,1,1,22,1,22,95
19,reversal,high,1,1,1,23,1,23,97
19,reversal,high,1,1,1,24,1,24,99
19,reversal,low,1,1,0,25,1,25,101
19,reversal,high,1,1,1,25,1,25,103
19,reversal,low,0,0,0,26,1,26,105
19,reversal,high,0,0,0,26,1,26,107
19,reversal,high,1,1,0,27,1,27,109
19,reversal,low,0,0,1,27,1,27,111
19,reversal,high,1,1,1,28,1,28,113
19,reversal,low,0,0,1,28,1,28,115
19,reversal,high,1,1,1,29,1,29,117
19,reversal,low,1,1,0,29,1,29,119
2,learn,low,1,1,-1,0,1,0,1
2,learn,high,1,1,-1,0,1,0,3
2,learn,low,0,0,0,1,1,1,5
2,learn,low,1,1,0,2,1,2,7
2,learn,high,1,0,1,1,1,1,9
2,learn,high,1,1,1,2,1,2,11
2,learn,high,1,1,1,3,1,3,13
2,learn,high,1,1,1,4,1,4,15
2,learn,low,0,0,0,3,1,3,17
2,learn,low,0,1,1,4,1,4,19
2,learn,high,1,1,1,5,1,5,21
2,learn,low,1,0,0,5,1,5,23
2,learn,high,1,1,1,6,1,6,25
2,learn,low,1,1,1,6,1,6,27
2,learn,low,1,1,1,7,1,7,29
2,learn,high,1,1,1,7,1,7,31
2,learn,high,1,0,1,8,1,8,33
2,learn,low,1,1,1,8,1,8,35
2,learn,low,1,1,1,9,1,9,37
2,learn,high,1,1,1,9,1,9,39
2,learn,high,1,1,1,10,1,10,41
2,learn,high,1,1,1,11,1,11,43
2,learn,high,1,1,1,12,1,12,45
2,learn,low,1,0,1,10,1,10,47
2,learn,high,1,0,1,13,1,13,49
2,learn,low,0,0,0,11,1,11,51
2,learn,high,1,1,1,14,1,14,53
2,learn,low,1,1,0,12,1,12,55
2,learn,low,0,1,0,13,1,13,57
2,learn,low,0,0,1,14,1,14,59
2,reversal,high,0,0,-1,15,1,15,61
2,reversal,high,0,1,1,16,1,16,63
2,reversal,high,1,0,0,17,1,17,65
2,reversal,low,0,1,-1,15,1,15,67
2,reversal,high,1,1,1,18,1,18,69
2,reversal,low,1,1,0,16,1,16,71
2,reversal,high,1,1,1,19,1,19,73
2,reversal,low,0,0,0,17,1,17,75
2,reversal,low,1,1,0,18,1,18,77
2,reversal,low,0,0,0,19,1,19,79
2,reversal,high,1,1,1,20,1,20,81
2,reversal,high,0,1,0,21,1,21,83
2,reversal,low,1,1,0,20,1,20,85
2,reversal,high,1,0,0,22,1,22,87
2,reversal,low,1,1,1,21,1,21,89
2,reversal,low,0,0,0,22,1,22,91
2,reversal,high,1,1,1,23,1,23,93
2,reversal,low,0,0,1,23,1,23,95
2,reversal,high,1,1,1,24,1,24,97
2,reversal,low,0,0,1,24,1,24,99
2,reversal,high,1,1,1,25,1,25,101
2,reversal,low,1,1,0,25,1,25,103
2,reversal,low,0,0,0,26,1,26,105
2,reversal,high,1,1,1,26,1,26,107
2,reversal,low,1,0,0,27,1,27,109
2,reversal,high,1,1,1,27,1,27,111
2,reversal,high,1,1,1,28,1,28,113
2,reversal,low,1,1,1,28,1,28,115
2,reversal,low,1,1,1,29,1,29,117
2,reversal,high,1,0,1,29,1,29,119
20,learn,low,0,1,-1,0,1,0,1
20,learn,high,0,1,-1,0,1,0,3
20,learn,high,0,0,1,1,1,1,5
20,learn,low,0,0,1,1,1,1,7
20,learn,high,0,0,1,2,1,2,9
20,learn,high,0,0,1,3,1,3,11
20,learn,low,0,0,1,2,1,2,13
20,learn,low,0,0,1,3,1,3,15
20,learn,low,0,0,1,4,1,4,17
20,learn,high,0,0,1,4,1,4,19
20,learn,low,1,1,0,5,1,5,21
20,learn,low,1,0,1,6,1,6,23
20,learn,low,1,1,1,7,1,7,25
20,learn,low,1,1,1,8,1,8,27
20,learn,high,0,0,1,5,1,5,29
20,learn,high,0,0,1,6,1,6,31
20,learn,low,1,1,1,9,1,9,33
20,learn,high,0,1,1,7,1,7,35
20,learn,high,0,0,1,8,1,8,37
20,learn,high,0,0,1,9,1,9,39
20,learn,high,0,0,1,10,1,10,41
20,learn,low,1,1,1,10,1,10,43
20,learn,low,1,0,1,11,1,11,45
20,learn,low,1,1,1,12,1,12,47
20,learn,high,0,0,1,11,1,11,49
20,learn,low,1,1,1,13,1,13,51
20,learn,low,0,0,0,14,1,14,53
20,learn,high,0,1,1,12,1,12,55
20,learn,high,0,0,1,13,1,13,57
20,learn,high,0,0,1,14,1,14,59
20,reversal,high,1,0,-1,15,1,15,61
20,reversal,low,0,0,-1,15,1,15,63
20,reversal,low,0,1,1,16,1,16,65
20,reversal,high,1,1,1,16,1,16,67
20,reversal,high,1,1,1,17,1,17,69
20,reversal,high,1,1,1,18,1,18,71
20,reversal,low,0,0,1,17,1,17,73
20,reversal,low,0,0,1,18,1,18,75
20,reversal,low,0,0,1,19,1,19,77
20,reversal,high,1,1,1,19,1,19,79
20,reversal,high,1,0,1,20,1,20,81
20,reversal,low,0,1,1,20,1,20,83
20,reversal,high,1,1,1,21,1,21,85
20,reversal,high,1,1,1,22,1,22,87
20,reversal,low,0,0,1,21,1,21,89
20,reversal,high,1,1,1,23,1,23,91
20,reversal,low,0,0,1,22,1,22,93
20,reversal,low,1,1,0,23,1,23,95
20,reversal,low,1,0,1,24,1,24,97
20,reversal,high,1,1,1,24,1,24,99
20,reversal,low,1,1,1,25,1,25,101
20,reversal,low,1,1,1,26,1,26,103
20,reversal,low,1,1,1,27,1,27,105
20,reversal,high,1,0,1,25,1,25,107
20,reversal,high,1,1,1,26,1,26,109
20,reversal,high,1,1,1,27,1,27,111
20,reversal,low,0,0,0,28,1,28,113
20,reversal,low,1,0,0,29,1,29,115
20,reversal,high,1,1,1,28,1,28,117
20,reversal,high,1,1,1,29,1,29,119
21,learn,low,1,1,-1,0,1,0,1
21,learn,high,0,0,-1,0,1,0,3
21,learn,high,1,1,0,1,1,1,5
21,learn,low,0,1,0,1,1,1,7
21,learn,high,0,0,0,2,1,2,9
21,learn,low,0,0,1,2,1,2,11
21,learn,high,0,0,1,3,1,3,13
21,learn,high,0,0,1,4,1,4,15
21,learn,low,1,0,0,3,1,3,17
21,learn,low,1,1,1,4,1,4,19
21,learn,high,0,1,1,5,1,5,21
21,learn,high,0,0,1,6,1,6,23
21,learn,low,1,1,1,5,1,5,25
21,learn,low,1,0,1,6,1,6,27
21,learn,low,1,1,1,7,1,7,29
21,learn,high,1,1,0,7,1,7,31
21,learn,high,1,1,1,8,1,8,33
21,learn,low,0,0,0,8,1,8,35
21,learn,low,0,0,1,9,1,9,37
21,learn,high,0,0,0,9,1,9,39
21,learn,low,1,0,0,10,1,10,41
21,learn,high,0,0,1,10,1,10,43
21,learn,low,1,1,1,11,1,11,45
21,learn,low,0,0,0,12,1,12,47
21,learn,high,0,0,1,11,1,11,49
21,learn,high,0,1,1,12,1,12,51
21,learn,low,0,0,1,13,1,13,53
21,learn,high,0,0,1,13,1,13,55
21,learn,low,1,1,0,14,1,14,57
21,learn,high,0,0,1,14,1,14,59
21,reversal,high,1,1,-1,15,1,15,61
21,reversal,low,0,0,-1,15,1,15,63
21,reversal,high,1,1,1,16,1,16,65
21,reversal,low,0,0,1,16,1,16,67
21,reversal,low,0,0,1,17,1,17,69
21,reversal,high,1,1,1,17,1,17,71
21,reversal,high,1,1,1,18,1,18,73
21,reversal,low,1,1,0,18,1,18,75
21,reversal,low,1,1,1,19,1,19,77
21,reversal,high,1,0,1,19,1,19,79
21,reversal,low,1,1,1,20,1,20,81
21,reversal,high,1,1,1,20,1,20,83
21,reversal,low,0,0,0,21,1,21,85
21,reversal,high,1,1,1,21,1,21,87
21,reversal,low,0,0,1,22,1,22,89
21,reversal,high,1,0,1,22,1,22,91
21,reversal,low,1,1,0,23,1,23,93
21,reversal,high,1,1,1,23,1,23,95
21,reversal,low,1,1,1,24,1,24,97
21,reversal,high,1,1,1,24,1,24,99
21,reversal,low,0,0,0,25,1,25,101
21,reversal,low,1,1,0,26,1,26,103
21,reversal,high,1,1,1,25,1,25,105
21,reversal,high,1,0,1,26,1,26,107
21,reversal,high,0,0,0,27,1,27,109
21,reversal,low,1,1,1,27,1,27,111
21,reversal,low,1,0,1,28,1,28,113
21,reversal,high,0,0,1,28,1,28,115
21,reversal,high,1,1,0,29,1,29,117
21,reversal,low,1,1,1,29,1,29,119
3,learn,high,1,0,-1,0,1,0,1
3,learn,high,1,1,1,1,1,1,3
3,learn,low,1,1,-1,0,1,0,5
3,learn,high,1,1,1,2,1,2,7
3,learn,high,1,1,1,3,1,3,9
3,learn,low,1,1,1,1,1,1,11
3,learn,low,1,1,1,2,1,2,13
3,learn,high,0,0,0,4,1,4,15
3,learn,low,1,1,1,3,1,3,17
3,learn,low,1,0,1,4,1,4,19
3,learn,high,1,1,0,5,1,5,21
3,learn,low,1,1,1,5,1,5,23
3,learn,low,1,1,1,6,1,6,25
3,learn,high,1,1,1,6,1,6,27
3,learn,high,1,1,1,7,1,7,29
3,learn,low,1,1,1,7,1,7,31
3,learn,high,1,0,1,8,1,8,33
3,learn,low,1,0,1,8,1,8,35
3,learn,high,0,0,0,9,1,9,37
3,learn,low,1,1,1,9,1,9,39
3,learn,low,1,1,1,10,1,10,41
3,learn,high,1,0,0,10,1,10,43
3,learn,low,1,1,1,11,1,11,45
3,learn,low,1,0,1,12,1,12,47
3,learn,high,1,1,1,11,1,11,49
3,learn,high,1,1,1,12,1,12,51
3,learn,high,1,1,1,13,1,13,53
3,learn,low,1,1,1,13,1,13,55
3,learn,high,1,1,1,14,1,14,57
3,learn,low,1,1,1,14,1,14,59
3,reversal,low,0,0,-1,15,1,15,61
3,reversal,high,0,0,-1,15,1,15,63
3,reversal,low,0,0,1,16,1,16,65
3,reversal,high,0,0,1,16,1,16,67
3,reversal,high,1,1,0,17,1,17,69
3,reversal,low,1,1,0,17,1,17,71
3,reversal,high,1,1,1,18,1,18,73
3,reversal,low,0,0,0,18,1,18,75
3,reversal,low,0,1,1,19,1,19,77
3,reversal,high,1,0,1,19,1,19,79
3,reversal,high,1,1,1,20,1,20,81
3,reversal,high,1,1,1,21,1,21,83
3,reversal,low,0,0,1,20,1,20,85
3,reversal,low,0,0,1,21,1,21,87
3,reversal,high,1,0,1,22,1,22,89
3,reversal,low,0,0,1,22,1,22,91
3,reversal,low,0,0,1,23,1,23,93
3,reversal,high,0,0,0,23,1,23,95
3,reversal,low,1,1,0,24,1,24,97
3,reversal,high,1,1,0,24,1,24,99
3,reversal,low,0,1,0,25,1,25,101
3,reversal,high,1,0,1,25,1,25,103
3,reversal,low,1,1,0,26,1,26,105
3,reversal,high,1,1,1,26,1,26,107
3,reversal,low,1,1,1,27,1,27,109
3,reversal,low,1,1,1,28,1,28,111
3,reversal,high,1,1,1,27,1,27,113
3,reversal,high,1,1,1,28,1,28,115
3,reversal,low,1,1,1,29,1,29,117
3,reversal,high,1,1,1,29,1,29,119
4,learn,high,1,1,-1,0,1,0,1
4,learn,low,1,1,-1,0,1,0,3
4,learn,low,1,1,1,1,1,1,5
4,learn,high,1,1,1,1,1,1,7
4,learn,high,1,0,1,2,1,2,9
4,learn,low,1,0,1,2,1,2,11
4,learn,high,0,1,0,3,1,3,13
4,learn,low,1,1,1,3,1,3,15
4,learn,low,1,1,1,4,1,4,17
4,learn,high,1,0,0,4,1,4,19
4,learn,high,1,1,1,5,1,5,21
4,learn,low,1,1,1,5,1,5,23
4,learn,low,0,1,0,6,1,6,25
4,learn,high,0,1,0,6,1,6,27
4,learn,low,1,0,0,7,1,7,29
4,learn,high,1,1,0,7,1,7,31
4,learn,low,1,1,1,8,1,8,33
4,learn,low,1,0,1,9,1,9,35
4,learn,high,1,0,1,8,1,8,37
4,learn,high,1,0,1,9,1,9,39
4,learn,low,1,1,1,10,1,10,41
4,learn,low,1,0,1,11,1,11,43
4,learn,high,0,0,0,10,1,10,45
4,learn,low,1,1,1,12,1,12,47
4,learn,low,0,0,0,13,1,13,49
4,learn,high,1,1,0,11,1,11,51
4,learn,high,1,1,1,12,1,12,53
4,learn,high,1,0,1,13,1,13,55
4,learn,high,1,0,1,14,1,14,57
4,learn,low,1,0,0,14,1,14,59
4,reversal,low,1,1,-1,15,1,15,61
4,reversal,high,0,0,-1,15,1,15,63
4,reversal,high,0,1,1,16,1,16,65
4,reversal,low,0,0,0,16,1,16,67
4,reversal,high,0,0,1,17,1,17,69
4,reversal,low,0,0,1,17,1,17,71
4,reversal,low,0,0,1,18,1,18,73
4,reversal,high,0,0,1,18,1,18,75
4,reversal,high,1,1,0,19,1,19,77
4,reversal,low,0,1,1,19,1,19,79
4,reversal,high,1,1,1,20,1,20,81
4,reversal,low,0,0,1,20,1,20,83
4,reversal,low,0,0,1,21,1,21,85
4,reversal,high,0,0,0,21,1,21,87
4,reversal,high,0,0,1,22,1,22,89
4,reversal,low,1,1,0,22,1,22,91
4,reversal,high,0,0,1,23,1,23,93
4,reversal,high,0,0,1,24,1,24,95
4,reversal,low,0,0,0,23,1,23,97
4,reversal,low,0,1,1,24,1,24,99
4,reversal,low,1,0,0,25,1,25,101
4,reversal,high,0,0,1,25,1,25,103
4,reversal,high,1,1,0,26,1,26,105
4,reversal,low,1,1,1,26,1,26,107
4,reversal,high,0,0,0,27,1,27,109
4,reversal,low,0,0,0,27,1,27,111
4,reversal,low,1,1,0,28,1,28,113
4,reversal,low,0,0,0,29,1,29,115
4,reversal,high,0,0,1,28,1,28,117
4,reversal,high,0,1,1,29,1,29,119
5,learn,low,0,1,-1,0,1,0,1
5,learn,high,1,0,-1,0,1,0,3
5,learn,high,0,0,0,1,1,1,5
5,learn,high,1,1,0,2,1,2,7
5,learn,high,1,1,1,3,1,3,9
5,learn,low,1,1,0,1,1,1,11
5,learn,high,1,1,1,4,1,4,13
5,learn,low,0,0,0,2,1,2,15
5,learn,low,1,1,0,3,1,3,17
5,learn,low,0,0,0,4,1,4,19
5,learn,low,1,1,0,5,1,5,21
5,learn,low,0,0,0,6,1,6,23
5,learn,high,1,1,1,5,1,5,25
5,learn,high,1,1,1,6,1,6,27
5,learn,high,1,1,1,7,1,7,29
5,learn,high,1,0,1,8,1,8,31
5,learn,low,1,1,0,7,1,7,33
5,learn,low,1,0,1,8,1,8,35
5,learn,low,1,1,1,9,1,9,37
5,learn,high,1,1,1,9,1,9,39
5,learn,high,0,0,0,10,1,10,41
5,learn,low,0,0,0,10,1,10,43
5,learn,high,1,1,0,11,1,11,45
5,learn,low,1,0,0,11,1,11,47
5,learn,high,0,1,0,12,1,12,49
5,learn,low,1,1,1,12,1,12,51
5,learn,high,0,0,1,13,1,13,53
5,learn,high,1,0,0,14,1,14,55
5,learn,low,1,1,1,13,1,13,57
5,learn,low,0,0,0,14,1,14,59
5,reversal,high,0,0,-1,15,1,15,61
5,reversal,low,1,1,-1,15,1,15,63
5,reversal,low,1,1,1,16,1,16,65
5,reversal,low,0,0,0,17,1,17,67
5,reversal,high,1,1,0,16,1,16,69
5,reversal,high,0,0,0,17,1,17,71
5,reversal,high,0,0,1,18,1,18,73
5,reversal,low,0,1,1,18,1,18,75
5,reversal,high,0,0,1,19,1,19,77
5,reversal,low,0,0,1,19,1,19,79
5,reversal,high,0,0,1,20,1,20,81
5,reversal,high,0,0,1,21,1,21,83
5,reversal,low,1,1,0,20,1,20,85
5,reversal,low,1,1,1,21,1,21,87
5,reversal,high,1,1,0,22,1,22,89
5,reversal,low,0,0,0,22,1,22,91
5,reversal,high,0,0,0,23,1,23,93
5,reversal,high,0,0,1,24,1,24,95
5,reversal,low,0,0,1,23,1,23,97
5,reversal,low,0,0,1,24,1,24,99
5,reversal,high,0,0,1,25,1,25,101
5,reversal,high,0,1,1,26,1,26,103
5,reversal,low,1,1,0,25,1,25,105
5,reversal,low,1,1,1,26,1,26,107
5,reversal,low,1,1,1,27,1,27,109
5,reversal,high,1,1,0,27,1,27,111
5,reversal,high,1,1,1,28,1,28,113
5,reversal,low,1,0,1,28,1,28,115
5,reversal,low,1,1,1,29,1,29,117
5,reversal,high,0,0,0,29,1,29,119
6,learn,low,0,0,-1,0,1,0,1
6,learn,low,1,1,0,1,1,1,3
6,learn,high,0,0,-1,0,1,0,5
6,learn,low,1,1,1,2,1,2,7
6,learn,high,0,0,1,1,1,1,9
6,learn,low,1,1,1,3,1,3,11
6,learn,high,1,1,0,2,1,2,13
6,learn,high,1,0,1,3,1,3,15
6,learn,low,1,0,1,4,1,4,17
6,learn,high,1,1,1,4,1,4,19
6,learn,low,1,1,1,5,1,5,21
6,learn,high,1,1,1,5,1,5,23
6,learn,high,1,0,1,6,1,6,25
6,learn,low,1,1,1,6,1,6,27
6,learn,low,1,1,1,7,1,7,29
6,learn,low,1,1,1,8,1,8,31
6,learn,high,1,1,1,7,1,7,33
6,learn,high,1,1,1,8,1,8,35
6,learn,high,0,0,0,9,1,9,37
6,learn,low,1,0,1,9,1,9,39
6,learn,high,1,1,0,10,1,10,41
6,learn,high,1,0,1,11,1,11,43
6,learn,low,1,1,1,10,1,10,45
6,learn,low,1,1,1,11,1,11,47
6,learn,low,1,1,1,12,1,12,49
6,learn,high,1,1,1,12,1,12,51
6,learn,low,1,0,1,13,1,13,53
6,learn,high,1,1,1,13,1,13,55
6,learn,high,1,1,1,14,1,14,57
6,learn,low,1,1,1,14,1,14,59
6,reversal,low,0,1,-1,15,1,15,61
6,reversal,low,0,0,1,16,1,16,63
6,reversal,high,0,0,-1,15,1,15,65
6,reversal,high,0,0,1,16,1,16,67
6,reversal,high,1,1,0,17,1,17,69
6,reversal,high,1,0,1,18,1,18,71
6,reversal,high,1,1,1,19,1,19,73
6,reversal,low,0,0,1,17,1,17,75
6,reversal,low,0,0,1,18,1,18,77
6,reversal,low,1,1,0,19,1,19,79
6,reversal,low,1,1,1,20,1,20,81
6,reversal,high,1,1,1,20,1,20,83
6,reversal,low,1,0,1,21,1,21,85
6,reversal,low,0,0,0,22,1,22,87
6,reversal,high,1,1,1,21,1,21,89
6,reversal,high,1,0,1,22,1,22,91
6,reversal,low,1,1,0,23,1,23,93
6,reversal,high,1,1,1,23,1,23,95
6,reversal,high,1,1,1,24,1,24,97
6,reversal,low,1,1,1,24,1,24,99
6,reversal,low,1,1,1,25,1,25,101
6,reversal,high,1,1,1,25,1,25,103
6,reversal,low,1,0,1,26,1,26,105
6,reversal,low,1,1,1,27,1,27,107
6,reversal,low,1,1,1,28,1,28,109
6,reversal,low,1,1,1,29,1,29,111
6,reversal,high,1,1,1,26,1,26,113
6,reversal,high,1,0,1,27,1,27,115
6,reversal,high,1,1,1,28,1,28,117
6,reversal,high,1,1,1,29,1,29,119
7,learn,low,1,1,-1,0,1,0,1
7,learn,low,1,0,1,1,1,1,3
7,learn,low,1,1,1,2,1,2,5
7,learn,high,0,0,-1,0,1,0,7
7,learn,high,1,1,0,1,1,1,9
7,learn,high,0,0,0,2,1,2,11
7,learn,high,1,0,0,3,1,3,13
7,learn,low,0,1,0,3,1,3,15
7,learn,high,1,1,1,4,1,4,17
7,learn,low,0,0,1,4,1,4,19
7,learn,low,1,1,0,5,1,5,21
7,learn,high,1,1,1,5,1,5,23
7,learn,high,1,1,1,6,1,6,25
7,learn,low,1,1,1,6,1,6,27
7,learn,high,1,1,1,7,1,7,29
7,learn,high,1,0,1,8,1,8,31
7,learn,low,1,1,1,7,1,7,33
7,learn,low,1,0,1,8,1,8,35
7,learn,low,0,0,0,9,1,9,37
7,learn,high,1,1,1,9,1,9,39
7,learn,high,1,1,1,10,1,10,41
7,learn,low,0,0,1,10,1,10,43
7,learn,high,1,0,1,11,1,11,45
7,learn,high,0,0,0,12,1,12,47
7,learn,high,0,0,1,13,1,13,49
7,learn,low,1,0,0,11,1,11,51
7,learn,low,1,1,1,12,1,12,53
7,learn,low,1,1,1,13,1,13,55
7,learn,high,0,0,1,14,1,14,57
7,learn,low,1,1,1,14,1,14,59
7,reversal,low,1,1,-1,15,1,15,61
7,reversal,low,1,1,1,16,1,16,63
7,reversal,low,0,0,0,17,1,17,65
7,reversal,high,1,1,-1,15,1,15,67
7,reversal,low,0,0,1,18,1,18,69
7,reversal,high,1,1,1,16,1,16,71
7,reversal,high,1,0,1,17,1,17,73
7,reversal,high,1,1,1,18,1,18,75
7,reversal,high,1,1,1,19,1,19,77
7,reversal,low,0,0,1,19,1,19,79
7,reversal,high,1,1,1,20,1,20,81
7,reversal,low,0,0,1,20,1,20,83
7,reversal,low,0,0,1,21,1,21,85
7,reversal,high,1,1,1,21,1,21,87
7,reversal,low,0,0,1,22,1,22,89
7,reversal,high,1,1,1,22,1,22,91
7,reversal,high,1,0,1,23,1,23,93
7,reversal,high,1,1,1,24,1,24,95
7,reversal,low,0,0,1,23,1,23,97
7,reversal,low,1,1,0,24,1,24,99
7,reversal,low,0,0,0,25,1,25,101
7,reversal,low,0,0,1,26,1,26,103
7,reversal,high,1,1,1,25,1,25,105
7,reversal,high,1,0,1,26,1,26,107
7,reversal,low,1,1,0,27,1,27,109
7,reversal,high,1,1,1,27,1,27,111
7,reversal,high,0,0,0,28,1,28,113
7,reversal,low,1,1,1,28,1,28,115
7,reversal,low,1,0,1,29,1,29,117
7,reversal,high,1,1,0,29,1,29,119
8,learn,low,0,0,-1,0,1,0,1
8,learn,high,1,1,-1,0,1,0,3
8,learn,low,1,1,0,1,1,1,5
8,learn,low,1,1,1,2,1,2,7
8,learn,high,1,1,1,1,1,1,9
8,learn,high,0,0,0,2,1,2,11
8,learn,high,0,0,1,3,1,3,13
8,learn,high,1,1,0,4,1,4,15
8,learn,low,0,1,0,3,1,3,17
8,learn,low,0,0,1,4,1,4,19
8,learn,low,0,1,1,5,1,5,21
8,learn,low,0,1,1,6,1,6,23
8,learn,high,0,1,0,5,1,5,25
8,learn,high,0,0,1,6,1,6,27
8,learn,low,0,0,1,7,1,7,29
8,learn,high,1,1,0,7,1,7,31
8,learn,low,0,0,1,8,1,8,33
8,learn,low,1,1,0,9,1,9,35
8,learn,high,1,1,1,8,1,8,37
8,learn,high,1,1,1,9,1,9,39
8,learn,low,0,1,0,10,1,10,41
8,learn,high,1,0,1,10,1,10,43
8,learn,low,0,0,1,11,1,11,45
8,learn,high,1,1,1,11,1,11,47
8,learn,low,0,0,1,12,1,12,49
8,learn,high,1,1,1,12,1,12,51
8,learn,low,0,0,1,13,1,13,53
8,learn,low,1,0,0,14,1,14,55
8,learn,high,1,1,1,13,1,13,57
8,learn,high,1,1,1,14,1,14,59
8,reversal,low,1,1,-1,15,1,15,61
8,reversal,low,1,1,1,16,1,16,63
8,reversal,high,0,1,-1,15,1,15,65
8,reversal,low,0,0,0,17,1,17,67
8,reversal,low,1,1,0,18,1,18,69
8,reversal,high,1,1,0,16,1,16,71
8,reversal,low,1,0,1,19,1,19,73
8,reversal,high,1,1,1,17,1,17,75
8,reversal,high,1,1,1,18,1,18,77
8,reversal,high,1,1,1,19,1,19,79
8,reversal,high,1,1,1,20,1,20,81
8,reversal,low,1,1,1,20,1,20,83
8,reversal,high,1,1,1,21,1,21,85
8,reversal,low,0,0,0,21,1,21,87
8,reversal,high,1,1,1,22,1,22,89
8,reversal,high,1,0,1,23,1,23,91
8,reversal,low,1,1,0,22,1,22,93
8,reversal,low,1,1,1,23,1,23,95
8,reversal,low,1,1,1,24,1,24,97
8,reversal,high,1,1,1,24,1,24,99
8,reversal,low,0,0,0,25,1,25,101
8,reversal,high,1,1,1,25,1,25,103
8,reversal,high,1,0,1,26,1,26,105
8,reversal,low,0,0,1,26,1,26,107
8,reversal,high,1,1,1,27,1,27,109
8,reversal,low,0,0,1,27,1,27,111
8,reversal,low,0,0,1,28,1,28,113
8,reversal,high,1,1,1,28,1,28,115
8,reversal,low,1,1,0,29,1,29,117
8,reversal,high,1,1,1,29,1,29,119
9,learn,high,0,1,-1,0,1,0,1
9,learn,low,0,0,-1,0,1,0,3
9,learn,low,1,1,0,1,1,1,5
9,learn,low,1,1,1,2,1,2,7
9,learn,high,0,0,1,1,1,1,9
9,learn,high,1,1,0,2,1,2,11
9,learn,high,0,0,0,3,1,3,13
9,learn,high,1,1,0,4,1,4,15
9,learn,low,1,0,1,3,1,3,17
9,learn,low,1,1,1,4,1,4,19
9,learn,low,1,1,1,5,1,5,21
9,learn,high,1,1,1,5,1,5,23
9,learn,high,1,1,1,6,1,6,25
9,learn,low,1,1,1,6,1,6,27
9,learn,low,0,0,0,7,1,7,29
9,learn,high,1,1,1,7,1,7,31
9,learn,low,0,0,1,8,1,8,33
9,learn,high,1,1,1,8,1,8,35
9,learn,low,0,0,1,9,1,9,37
9,learn,high,1,0,1,9,1,9,39
9,learn,low,1,0,0,10,1,10,41
9,learn,low,1,1,1,11,1,11,43
9,learn,high,1,1,1,10,1,10,45
9,learn,high,1,1,1,11,1,11,47
9,learn,low,1,1,1,12,1,12,49
9,learn,high,0,0,0,12,1,12,51
9,learn,low,1,1,1,13,1,13,53
9,learn,low,1,1,1,14,1,14,55
